uid,start,end,all_day,venue,doors,showtime,live_start,live_end,meet_start,meet_end,summary,location,description,status,recurrence,last_modified
4itp0da8nsa9im9c4rp44bf5ne@google.com,2026-06-07,2026-06-07,yes,下北沢MOSAiC,11:00,11:30,18:20,18:50,19:00,20:00,【イベント】『パピムズFES2026 ミニサーキット Supported by WEEKEND INFNITY』,,"6月7日(日)@ 下北沢4会場(シャングリラ/Flowers LOFT/ERA/MOSAiC)
『パピムズFES2026 ミニサーキット Supported by WEEKEND INFNITY』
開場 11:00/ 開演 11:30予定
チケット
お楽しみVIPチケット¥12000(パピムズFES2026Tシャツ、パピムズFESパスステッカー付き)
一般チケット¥4600
当日チケット¥5600
※リストバンド交換開始10:30(FlowersLOFT)

ライブ 18:20~18:50(MOSAiC)
特典会 19:00~20:00(MOSAiC 1F)
※他出演者様の告知画像で出演時間が異なる画像がございますが、こちらの時間が正しい時間となります。

■チケット販売サイト
https://t-dv.com/papimuzfes2026miinicircuit",CONFIRMED,,20260607T073941Z
7jr17h4djpn22fstfcpdkvtsko@google.com,2026-06-10,2026-06-10,yes,Shibuya Milkyway,16:30,17:00,20:05,20:35,20:40,21:50,【イベント】#ﾆｷﾌﾟﾚ『カンシャサイ。-夏-』,,"6月10日(水)@ 渋谷音楽堂/Shibuya Milkyway/SHIBUYA THE GAME/STAR LOUNGE/CHELSEA HOTEL/GARRET UDAGAWA/SHIBUYA CYCLONE
#ﾆｷﾌﾟﾚ『カンシャサイ。-夏-』
開場 16:30/ 開演 17:00
チケット チケット ¥5,300 (+1D)
※当イベントにおける全券種に整理番号はございません。
※リストバンド交換 15:00(整列開始14:30)

ライブ 20:05~20:35(Shibuya Milkyway)
特典会 20:40~21:50(Shibuya Milkyway)
 
■チケット販売サイト
https://ticketdive.com/event/20260610_nikipre
※超先行チケット発売期間：4/30(木)23:59まで",CONFIRMED,,20260522T123708Z
68cbd9c63topp4ahqqt17h1519@google.com,2026-06-13,2026-06-13,yes,銀座BASE GRANBELL,10:30,11:00,14:35,15:05,15:20,16:20,【イベント】「IDOLGROW vol.25」,,"6月13日(土)@ 銀座BASE GRANBELL
「IDOLGROW vol.25」
開場 10:30/ 開演 11:00
チケット
VIPチケット：5000円
一般チケット：3000円
当日券:+500円 全種+1d
☆VIPチケットをお持ちの方は一般エリアでも観覧可能 

ライブ 14:35~15:05
特典会 15:20~16:20(スペース:B)
 
■チケット販売サイト 
https://livepocket.jp/e/025dg
※チケット発売日：5/24(日) 22:00先着",CONFIRMED,,20260607T073929Z
22csfqo9vun3t4lj1g7dtugvks@google.com,2026-06-14,2026-06-14,yes,新宿8会場,11:30,12:00,15:45,16:15,16:25,17:25,【イベント】新宿周遊FES『UNIVERSE × 脱却』,,"6月14日(日)@ 新宿8会場
新宿周遊FES『UNIVERSE × 脱却』
開場 11:30/ 開演 12:00
チケット 前売5,000円 (+1D)
※リストバンド交換 10:30~(新宿LOFT)

ライブ 15:45~16:15(新宿LOFT)
特典会 16:25~17:25(新宿LOFT bar A)

■チケット販売サイト
https://livepocket.jp/e/s_5yb
※チケット発売日：5/16(土) 22:00先着",CONFIRMED,,20260608T120214Z
03h3su3dk69vthm6i80ork7q4f@google.com,2026-06-15,2026-06-15,yes,代官山UNITがあります。ぜひ！,,,,,,,×,,"ライブ予定なし
Drawry.主催イベント「build a family vol.2」に出演いただいたiRiNEさんワンマン@代官山UNITがあります。ぜひ！",CONFIRMED,,20260527T095621Z
0illn2euoo2v69h5udgsr977fq@google.com,2026-06-18,2026-06-18,yes,,,,,,,,×,,"ライブ予定なし
Drawry.主催イベント「build a family vol.2」に出演いただいたYOTAKA現体制終了ライブあり。",CONFIRMED,,20260527T160730Z
7qplovd5bbgd2nerhg77jv4q6v@google.com,2026-06-20,2026-06-20,yes,,,,,,,,×,,イベント入る可能性低めです。,CONFIRMED,,20260614T102910Z
375r8mf2jg0plcgb17l7cqaq45@google.com,2026-06-21,2026-06-21,yes,渋谷音楽堂,11:00,11:30,18:50,19:13,21:05,22:15,【イベント】こぐまカリー主催「Spice it Up」,,"6月21日(日)@ 渋谷音楽堂
こぐまカリー主催「Spice it Up」
開場 11:00/ 開演 11:30
チケット 前売3,800円 当日 4,300円(各+1D)
出演 I to U $CREAMing!!、unSea、折原伊桜、カイジューバイミー、カラフルスクリーム、九州女子翼、cleomery、月刊PAM、CYNHN、Drawry.、NUANCE、PIGGS、FOKALITE、YA'ABURNEE、LUVRiX  

ライブ 18:50~19:13
特典会 21:05~22:15

■チケット販売サイト
https://t-dv.com/kc20260621
※チケット発売日：5/27(水) 22:00先着",CONFIRMED,,20260601T094216Z
7i2fonpegqn7cml77g8ukm1tkc@google.com,2026-06-22,2026-06-22,yes,下北沢SHELTER,18:50,19:15,20:15,,20:50,22:05,【イベント】SOVA presents「Next Challengers」,,"6月22日(月)@ 下北沢SHELTER
SOVA presents「Next Challengers」
開場 18:50/ 開演 19:15
チケット 前売0円 当日 500円(各+2D)
出演 Drawry. / ponderosa may bloom / 月刊PAM

■チケット詳細・販売サイト
https://t-dv.com/SOVA_NextChallengers_01
※チケット発売：5/15(金)22:30先着~ 6/22(月)18:50まで",CONFIRMED,,20260514T100235Z
7si6al2k3m9vo9047ogr2iikhd@google.com,2026-06-25,2026-06-25,yes,渋谷近未来会館,18:40,19:00,19:00,19:30,21:10,22:20,【イベント】#ﾆｷﾌﾟﾚ『シキサイ。』,,"6月25日(木)@ 渋谷近未来会館
#ﾆｷﾌﾟﾚ『シキサイ。』
開場 18:40/ 開演 19:00
チケット 前売2,800円 当日 3,300円(各+1D)
出演 Drawry. / myojou / selfish / 透色ドロップ
お目当て特典：写メ券
 
ライブ 19:00~19:30
特典会 21:10~22:20",CONFIRMED,,20260623T121925Z
6fcn73k45ih2t9cbtfb32noiak@google.com,2026-06-27,2026-06-27,yes,TFTホール 1000・500・300,09:30,10:00,13:35,13:55,14:15,15:35,【イベント】「アイドル甲子園 FESTIVAL 2026」supported by My-th -DAY1-,,"6月27日(土)@ TFTホール 1000・500・300
「アイドル甲子園 FESTIVAL 2026」supported by My-th -DAY1-
開場 9:30/ 開演 10:00
チケット 前方エリアチケット11,000円 一般エリアチケット 5,500円(1D代込)
※前方エリアの設置はホール1000のみとなります。
※チケット代に1ドリンク代が含まれています。
※再入場可。追加ドリンク代なし。

ライブ 13:35~13:55(TFTホール300)
特典会 14:15~15:35(TFTホール300・K)

■チケット販売サイト
https://user.my-th.jp/tickets/event/ikoufes_0627
※チケット発売：6/4(木)21:00先着",CONFIRMED,,20260617T111629Z
6mc2873slrl4snv3tvqqtti42q@google.com,2026-06-28,2026-06-28,yes,新宿MARZ,10:45,11:10,12:10,,12:50,14:00,【イベント】Drawry.主催イベント「周防七泉生誕」,,"6月28日(日)@ 新宿MARZ
Drawry.主催イベント「周防七泉生誕」
開場 10:45/ 開演 11:10
チケット 前売2,500円 当日 3,000円(各+1D)
出演 Drawry. / 8°世界が変われば、/ キュニコ / 周防七泉
 
■チケット販売サイト
 https://t-dv.com/sevtu2s
※チケット発売日：5/25(月) 22:30先着",CONFIRMED,,20260524T120222Z
4us6cemvr78cquc3bccpb2epab@google.com,2026-06-29,2026-06-29,yes,大塚Hearts+,19:00,19:30,,,,,【小宵めみ出演イベント】「SOVA弾き語り部 vol.2」,,"6月29日(月)@ 大塚Hearts+
「SOVA弾き語り部 vol.2」
開場 19:00/ 開演 19:30
チケット 前売3,000円 当日 3,500円(各+1D)
出演
琴山しずく(RAY)
小泉日菜莉(airattic)
百瀬円香(airattic)
花丘くれは(ponderosa may bloom)
小宵めみ(Drawry.)

■チケット販売サイト
https://t-dv.com/SOVAvol2
※チケット発売：4/13(水)21:00先着",CONFIRMED,,20260512T120136Z
77m613nvgfr9po9i4vc28thfgg@google.com,2026-07-02,2026-07-02,yes,SHIBUYA PLEASURE PLEASURE,15:45,16:00,19:00,19:25,19:45,20:55,【イベント】『PLEASURE TIME』,,"7月2日(木)@ SHIBUYA PLEASURE PLEASURE
『PLEASURE TIME』
開場 15:45/ 開演 16:00
チケット 前方エリアチケット4,500円 一般 2,000円(各+1D)
出演 UNDO / SHINKA↑ / 透色ドロップ / SCRAMBLE SMILE / Drawry. / なんキニ！ / Noreco / フィルフェリーチェ / Hey!Mommy! / mementoa / LUVRiX / ルルネージュ
※アルコール提供なし
※再入場可(追加ドリンク代なし)

ライブ 19:00~19:25
特典会 19:45~20:55(並行物販B)

■チケット販売サイト
https://livepocket.jp/e/0702_pt
※チケット発売：6/19(金)18:00先着",CONFIRMED,,20260624T092221Z
5ucipdekqh4ji4clnvrgume95e@google.com,2026-07-04,2026-07-04,yes,渋谷WOMB,11:00,11:30,12:00,12:25,12:35,13:45,【イベント】『NANCY 10th Anniversary「NANCY TANOCY PARTY」』,,"7月4日(土)@ 渋谷WOMB
『NANCY 10th Anniversary「NANCY TANOCY PARTY」』
開場 11:00/ 開演 11:30
出演 RAY / BELLRING少女ハート / FOKALITE / 水槽とクレマチス / きゅるりん♡ふれーばー /Re:INCARNATION / FR2PON! / Drawry. / SAKA-SAMA

ライブ 12:00~12:25
特典会 12:35~13:45(1F-A)

■チケット(各+1D)
①Tシャツ（M〜2XL）付(+優先入場) _¥6,400
https://livepocket.jp/e/nancy0704tee
発売_6/11木 22:00~6/16火 17:00
※おひとり様1枚まで（複数回申し込み可）

②一般 _¥3,000
https://livepocket.jp/e/nancy0704
発売_6/11木 22:00~7/3金 23:59
※おひとり様2枚まで（複数回申し込み可）",CONFIRMED,,20260613T100219Z
1u4c86a5cq0aghjcdsbe0j13pj@google.com,2026-07-05,2026-07-05,yes,KANDA SQUARE HALL,10:00,10:15,15:10,15:30,15:40,16:40,【イベント】『GLiTTRE～Girl’s LiT Trend～』,,"7月5日(日)@ KANDA SQUARE HALL
『GLiTTRE～Girl’s LiT Trend～』
開場 10:00/ 開演 10:15
チケット Sエリア（前方エリア） 5,000円　Aエリア（一般エリア） 3,000円(各+1D)

ライブ 15:10~15:30
特典会 15:40~16:40(並行物販A)

■チケット販売サイト
https://livepocket.jp/e/glittre_260705
※チケット発売：6/26(土)21:00先着",CONFIRMED,,20260704T072701Z
34u9mtfo3j7sugj6h70jvn69ad@google.com,2026-07-09,2026-07-09,yes,新代田FEVER,18:45,19:15,19:40,20:05,21:25,22:25,"【イベント】「""hyperproof"" vol.24」",,"7月9日(木)@ 新代田FEVER
「""hyperproof"" vol.24」
開場 18:45/ 開演 19:15
チケット 前売3,000円 当日 3,500円(各+1D)
出演 ピューパ!! / NUANCE / スパンコールグッドタイムズ / MID POP / Drawry.

ライブ 19:40~20:05
特典会 21:25~22:25

■チケット販売サイト
https://livepocket.jp/e/hyperproof24
※チケット発売：6/22(月)21:00先着",CONFIRMED,,20260701T104746Z
5ht7itop0o99jigu99i5l8mao1@google.com,2026-07-11,2026-07-11,yes,渋谷ベルサールガーデン含む複数会場,09:00,09:30,17:45,18:05,18:20,19:20,【イベント】『SPARK 2026 渋谷納涼祭』,,"7月11日(土)@ 渋谷ベルサールガーデン含む複数会場
『SPARK 2026 渋谷納涼祭』
開場 9:00 / 開演 9:30
チケット
VIP 15,000円 / 一般 4,000円(各+1D)
※リストバンド交換 ベルサール渋谷ガーデン8:00から
※全会場前方エリアあり

ライブ 17:45~18:05(チェルシーホテル)
特典会 18:20~19:20(特典会スペースR)
縁日　 20:35~21:25(縁日ブース13)

ライブ会場：チェルシーホテル
東京都渋谷区宇田川町４−７ トウセン宇田川町ビル B1

特典会会場：VIZEL
東京都渋谷区宇田川町１２−３ 1F

縁日会場：ベルサール渋谷
東京都渋谷区南平台町16-17 住友不動産渋谷ガーデンタワー
 
■チケット販売サイト
http://t-dv.com/spark2026_summer",CONFIRMED,,20260710T092818Z
1bnt4c0buhjueioos0pn03os6t@google.com,2026-07-12,2026-07-12,yes,渋谷ベルサールガーデン含む複数会場,09:00,09:30,12:55,13:15,13:30,14:30,【イベント】『SPARK 2026 渋谷納涼祭』,,"7月12日(日)@ 渋谷ベルサールガーデン含む複数会場
『SPARK 2026 渋谷納涼祭』
開場 9:00 / 開演 9:30
チケット
VIP 15,000円 / 一般 4,000円(各+1D)
※こちらの日程は縁日なし
※全会場前方エリアあり

ライブ 12:55~13:15(Studio Freedom)
特典会 13:30~14:30(特典会スペースE)

ライブ会場：Studio Freedom
東京都渋谷区道玄坂２丁目２３−１２ 2F

特典会会場：Z MARUYAMA
東京都渋谷区円山町２−４ ドクタージーカンズビル 1F
 
■チケット販売サイト
http://t-dv.com/spark2026_summer",CONFIRMED,,20260710T092128Z
23juvc6cscpl652fem1rt584nq@google.com,2026-07-17,2026-07-17,yes,アメリカ村DROP,16:30,17:00,19:40,20:10,20:50,22:00,【イベント】#ﾆｷﾌﾟﾚ『オオサカッ!! -真夏、三陣。-』,,"7月17日(金)@ 心斎橋SUNHALL/アメリカ村DROP/アメリカ村BEYOND
#ﾆｷﾌﾟﾚ『オオサカッ!! -真夏、三陣。-』
開場 16:30/ 開演 17:00
チケット4,000円(各+1D)

ライブ 19:40~20:10(DROP)
特典会 20:50~22:00(DROP)

■チケット販売サイト
https://t-dv.com/20260717_nikipre_osaka
※本公演における整理番号はございません。",CONFIRMED,,20260706T100201Z
3ha5dto0fdsuvgnlftsapq0kts@google.com,2026-07-18,2026-07-18,yes,大阪•心斎橋SUNHALL,11:00,11:30,11:55,12:18,15:00,16:10,【イベント】こぐまカリー主催「Mash UP!」,,"7月18日(土)@ 大阪•心斎橋SUNHALL
こぐまカリー主催「Mash UP!」
開場 11:00/ 開演 11:30
チケット 前売3,500円 当日 4,000円(各+1D)
出演 AZ-ON、AQ、カイジューバイミー、月刊PAM、スキトオルアオ、スパンコールグッドタイムズ、0番線と夜明け前、Drawry.、9DayzGlitchClubTokyo、鳴ル神、NUANCE、PASTEL RADIO、FOKALITE、YA'ABURNEE、RAY、れいてんご、LØISLOID

ライブ 11:55~12:18
特典会 15:00~16:10

■チケット販売サイト
https://t-dv.com/kc20260718
※チケット発売：6/4(木)22:00先着",CONFIRMED,,20260629T103435Z
7gmr4d9l3d7cov5ujq2st5lsr9@google.com,2026-07-18,2026-07-18,yes,心斎橋周辺,,,,,,,ボウリングオフ会,,"7月18日(土) @ 心斎橋周辺
Drawry.大阪ボウリングオフ会
受付開始/18:45 開始予定/19:00
参加料金 8,500円(ボウリング2ゲーム代・靴代・ソフトドリンク飲み放題・写メ1枚込)
衣装：私服
※詳細は開催前までにメールでお送りさせていただきます。

■販売サイト
https://t-dv.com/OjkRiAT3WZKDacgCEEF2
※チケット発売：7/4(土)22:00先着",CONFIRMED,,20260704T112033Z
44e7grqjdha5qsd0av0dfr8ush@google.com,2026-07-18,2026-07-18,yes,,,,,,,,私服特典会,,"7月18日(土) 17:30〜18:30 
会場：ふれあい貸し会議室 心斎橋DH 
住所：大阪府大阪市中央区西心斎橋1-10-5 DHビル4階 南東部屋
※会場内へのご案内は17:25からとなります。時間より早くご入場はご遠慮ください。

入場無料となります！ライブ後、ぜひ私服特典会にもお越しください。

【注意事項】
・18:30に終了予定となり、列状況によりますが18:15頃には受付を終了する場合がございます。参加予定の方はお早めにお並びください。
・会場スペースには限りがございますので、特典会に参加予定のない方のご入場はご遠慮ください。
※お酒の持ち込みは一切禁止となります。ゴミが出た場合は持ち帰りにご協力お願いいたします。また、禁煙となっております。",CONFIRMED,,20260705T113354Z
7ducc7c1gipa4dkrhv02ui6qkf@google.com,2026-07-19,2026-07-19,yes,アメリカ村BEYOND,11:00,11:30,16:15,16:38,17:15,18:15,【イベント】こぐまカリー主催「Spice it Up」,,"7月19日(日)@ アメリカ村BEYOND
こぐまカリー主催「Spice it Up」
開場 11:00/ 開演 11:30
チケット 前売3,000円 当日 3,500円(各+1D)
出演 I to U $CREAMing!!、いつかの夜に僕たちが、、AQ、カイジューバイミー、グットクルー、cleomery、月刊PAM、スパンコールグッドタイムズ、Drawry.、9DayzGlitchClubTokyo、NUANCE、FOKALITE、WT☆Egret、YA'ABURNEE、RAY

ライブ 16:15~16:38
特典会 17:15~18:15

■チケット販売サイト
https://t-dv.com/kc20260719
※チケット発売：6/4(木)22:30先着",CONFIRMED,,20260629T103413Z
4uiscolb7qe0kpc1d0nul79b46@google.com,2026-07-20,2026-07-20,yes,,,,,,,,×,,イベント入る可能性低めです。,CONFIRMED,,20260713T033351Z
1ts3s7ouob1josbtkem5qbn9at@google.com,2026-07-22,2026-07-22,yes,ZircoTokyo,10:00,10:30,12:45,13:05,13:20,14:20,【イベント】「UTAGE FES Vol.5」,,"7月22日(水)@ 新宿8会場(Zepp Shinjuku / KABUKICHO TOWER STAGE / 新宿LOFT / SHINJUKU WALLY / Zirco Tokyo / 新宿Marble / YOANI LIVE STATION / 新宿ACB HALL)
「UTAGE FES Vol.5」
開場 10:00/ 開演 10:30(予定)
チケット
VIP ¥10,000 (Tシャツ付) / 一般¥2,500
※全会場前方エリアあり

ライブ 12:45~13:05(ZircoTokyo)
特典会 13:20~14:20(ZircoTokyo)
 
■チケット販売サイト
https://t-dv.com/0722_UTAGEFES",CONFIRMED,,20260715T120821Z
2neo1e7lbbfm1k5aq1emkjdie2@google.com,2026-07-25,2026-07-25,yes,SHIBUYA RING,10:00,10:15,16:55,17:15,17:55,19:15,【イベント】13th Anniversary「アイドル甲子園 in SHIBUYA RING」supported by My-th,,"7月25日(土)@ SHIBUYA RING
13th Anniversary「アイドル甲子園 in SHIBUYA RING」supported by My-th
開場 10:00 / 開演 10:15
チケット 前売4,000円 当日 5,000円(各+1D)
お目当て特典：写メ券(トークあり)
※アルコール提供無し。
※再入場可、追加ドリンク代が発生します。最初の案内では再入場時ドリンク代なしとなっておりましたが、変更がありました。あらかじめご了承ください。

ライブ 16:55~17:15
特典会 17:55~19:15",CONFIRMED,,20260724T112826Z
19sr8qllhc1ei76h3rf0h6ooeu@google.com,2026-07-26,2026-07-26,yes,BASE GRANBELL 銀座,12:00,12:30,14:15,14:40,14:50,16:00,【イベント】「TOKYOPOP vol.2-Supported by こぐまカリー」,,"7月26日(日)@ BASE GRANBELL 銀座
「TOKYOPOP vol.2-Supported by こぐまカリー」
開場 12:00/ 開演 12:30
チケット VIP(下手ソファーエリア) ¥4,500 / 一般 ¥2,500

ライブ 14:15~14:40
特典会 14:50~16:00(特典会スペースB)
 
■チケット販売サイト
https://t-dv.com/TOKYOPOP_260726",CONFIRMED,,20260621T141815Z
4r5dniim2g6uceepq41qovoup3@google.com,2026-07-27,2026-07-27,yes,下北沢シャングリラ,18:30,19:00,19:30,20:00,21:15,22:30,【イベント】SOVA 10th Anniversary After Party「Owl Party」,,"7月27日(月)@ 下北沢シャングリラ
SOVA 10th Anniversary After Party「Owl Party」
開場 18:30/ 開演 19:00
チケット 前売3,000円/当日3,500円/学生2,000円※学生証提示必須(各+1D)
出演 airattic / RAY / ponderosa may bloom / Drawry.
※女性エリアあり

■チケット販売サイト
https://t-dv.com/OwlParty
※チケット発売：6/26(金)22:00先着",CONFIRMED,,20260625T134425Z
0one27n8djloc2sv601fp9du5l@google.com,2026-07-28,2026-07-28,yes,Shibuya Milkyway,18:45,19:10,20:10,,20:50,22:00,【イベント】Drawry.主催3カ月連続フリーライブ「描きかけの夏」,,"7月28日(火)@ Shibuya Milkyway
Drawry.主催3カ月連続フリーライブ「描きかけの夏」
開場 18:45/ 開演 19:10
チケット 前売 優先入場 2,500円 一般 0円 / 当日 一般 500円(各+1D)
出演 Drawry. / iRiNE / UNDO
 
タイムテーブル
19:10 UNDO
19:40 iRiNE
20:10 Drawry.
20:50 特典会
22:00 特典会終了

■チケット販売サイト
https://t-dv.com/Drawry_summer1
※チケット発売：7/2(木)22:30先着",CONFIRMED,,20260701T100112Z
3j56icpnpom4evo3r16qllsoa6@google.com,2026-08-01,2026-08-01,yes,,,,,,,,×,,イベント入る可能性低めです。,CONFIRMED,,20260722T105350Z
6e0c3vqsvdf5t6a7ageh41dn3v@google.com,2026-08-02,2026-08-02,yes,下北沢MOSAiC,10:40,11:00,12:40,13:05,13:10,14:10,【イベント】INFINITY LIVE presents『ASTROPUFF』,,"8月2日(日)@ 下北沢MOSAiC
INFINITY LIVE presents『ASTROPUFF』
開場 10:40/ 開演 11:00
チケット 優先入場 3,100円 / 前売券 2,500円 / 当日券 3,200円(各+1D)
出演 8°世界が変われば、 / 寄絃 - Yo2La / KIRA:MINA / 美味しい水玉 / Drawry.

■チケット販売サイト
https://t-dv.com/20260802_day
※チケット発売：7/26(日) 20:00先着",CONFIRMED,,20260725T111100Z
2d1ui8raub0js5g4sakl656i4s@google.com,2026-08-07,2026-08-07,yes,,,,,,,,(東京)私服特典会,,"8月7日(金) 19:30〜21:00(※場合によっては延長あり)
会場：ふれあい貸し会議室 渋谷No30
住所：〒150-0002 東京都渋谷区渋谷2-22-7 渋谷新生ビル 8階 803号室
※会場内へのご案内は19:20頃を予定しております。時間より早くご入場はご遠慮ください。

入場無料となります！
また最初のお時間にメンバー全員との囲みチェキを行います。チェキ券：2枚（トーク・サインなし）

【注意事項】
・会場スペースには限りがございますので、特典会に参加予定のない方のご入場はご遠慮ください。
・お飲み物の持ち込みは可能ですが、お酒の持ち込みは一切禁止となります。ゴミが出た場合は持ち帰りにご協力お願いいたします。また、禁煙となっております。",CONFIRMED,,20260806T132227Z
6ndmre6uevfg4vav8bq66s11cu@google.com,2026-08-08,2026-08-08,yes,,,,,,,,×,,イベント入る可能性低めです。,CONFIRMED,,20260713T033336Z
1peojo7bfnge0l4gcadrldajcg@google.com,2026-08-09,2026-08-09,yes,下北沢MOSAiC,11:15,11:45,,,,,【イベント】新衣装お披露目イベント Drawry.主催 「New Scene」,,"2026年8月9日(日)
新衣装お披露目イベント
Drawry.主催 「New Scene」
会場：下北沢MOSAiC
開場 / 開演：11:15 / 11:45
チケット：前売り2,300円 当日 2,800円(各+1D)
出演：Drawry.

[FC会員限定 先行抽選]
受付期間：7/13(月)〜7/16(木) 23:59
お申し込み方法
ファンクラブ内の「News」より、
【FC会員限定チケット先行抽選受付のお知らせ】8月9日 新衣装お披露目イベント Drawry.主催「New Scene」を開いていただき、ページ最下部の「申し込みへ」ボタンより抽選サイトへお進みください。

■チケット販売サイト
https://t-dv.com/Drawry-NewScene-20260809
※チケット発売：7/17(金)22:30先着",CONFIRMED,,20260715T133328Z
1833fhi9j9epc6biehjmp8ompa@google.com,2026-08-10,2026-08-10,yes,渋谷12会場,11:00,11:30,16:35,16:55,17:05,18:05,【イベント】NEO JAPONISM主催フェス「NEO KASSEN2026」,,"8月10日(月)@ 渋谷12会場
NEO JAPONISM主催フェス「NEO KASSEN2026」
開場 / 開演 11:00 / 11:30(予定)
チケット 前売り6,500円 当日 7,500円(各+1D)

ライブ 16:35~16:55(GRIT)
特典会 17:05~18:05(DAIA：36)

イベント詳細
https://neojaponism.com/neokassen/2026

■チケット販売サイト
https://l-tike.com/neokassen/

#KASSEN",CONFIRMED,,20260803T121929Z
7l8olppkken4krsb8rnvau6pe9@google.com,2026-08-11,2026-08-11,yes,東京カルチャーカルチャー(渋谷),13:00,13:15,,,,,【浴衣イベント】SOVA夏祭り2026「Drawry.編」,,"8月11日（火・祝） @ 東京カルチャーカルチャー(渋谷)
SOVA夏祭り2026「Drawry.編」
縁日パート：入場無料
入場 11:00 縁日開始 11:15
ミニコーナー・ミニライブパート
開場 13:00/ 開演 13:15 ※特典会含めて15:45終了予定
チケット 前売2,500円 当日 3,000円(各+1D)

■チケット販売サイト
https://t-dv.com/0txl4ZGrMO0MvYiksEJG
※チケット発売：7/18(土)10:00先着",CONFIRMED,,20260717T111539Z
0kq4qeu5tc6rgd19ec6nel2del@google.com,2026-08-12,2026-08-12,yes,,,,,,,,△,,イベント入る可能性低めです。絶対に入らないということではないです。,CONFIRMED,,20260713T092215Z
6atmotaglpcvbu0g140cm64v2r@google.com,2026-08-13,2026-08-13,yes,恵比寿CreAto,18:20,18:40,20:20,20:45,20:55,21:55,【イベント】「エンジョイナス!!」,,"8月13日(木)@ 恵比寿 CreAto
「エンジョイナス!!」
開場 18:20/ 開演 18:40
チケット前売 2,300円 / 当日3,000円(各+1D)
出演 cleomery / Drawry. / ki.o.ku / クモリノチ。/ UNDO

■チケット販売サイト
https://t-dv.com/enjoinus260813
※チケット発売：7/13(月)22:00先着",CONFIRMED,,20260712T030735Z
09lebk0mhu4voe7evagdr6srsn@google.com,2026-08-14,2026-08-14,yes,,,,,,,,△,,イベント入る可能性低めです。絶対に入らないということではないです。,CONFIRMED,,20260713T092227Z
0qn8kfq99c8cbfg36qp3thgkh4@google.com,2026-08-15,2026-08-15,yes,お台場R地区,09:00,10:00,18:20,18:40,19:00,20:20,【イベント】「POPGALAXY2026」,,"8月15日(土)@ お台場R地区
「POPGALAXY2026」
開場 9:00/ 開演 10:00(予定)
チケット VIPチケット 20,000円 / 一般チケット4,500円(各+1D)

ライブ 18:20~18:40(MARZステージ)
特典会 19:00~20:20(特典会：R)

■チケット販売サイト
VIPチケット
https://t-dv.com/popgalaxy0815_vip

一般チケット
https://t-dv.com/popgalaxy0815",CONFIRMED,,20260813T143056Z
2uv330p4ludkbtdojctbmut864@google.com,2026-08-16,2026-08-16,yes,LIVLIV(静岡ARTIE),11:00,11:30,11:30,11:58,14:40,15:50,【イベント】いつかの夜に僕たちが、&こぐまカリー共催「いつクマッ！」,,"8月16日(日)@ LIVLIV(静岡ARTIE)
いつかの夜に僕たちが、&こぐまカリー共催「いつクマッ！」
開場 11:00/ 開演 11:30
チケット 前売3900円/当日4500円(各+1D)
出演 いつかの夜に僕たちが、 / I to U $CREAMing!! / airattic / カイジューバイミー / 感情線は時をこえて / キングサリ / さくまる。 / CYNHN / selfish / diig / Drawry. / NUANCE
※再入場OK(1ドリンク代等不要)

■チケット販売サイト
https://t-dv.com/itsukuma-20260816
※チケット発売：6/26(金)22:30先着

#いつくま",CONFIRMED,,20260625T134238Z
338og22pih1a3rph8mo0eaoh1o@google.com,2026-08-17,2026-08-17,yes,渋谷近未来会館,19:00,19:20,19:50,20:20,21:20,22:30,【イベント】#ﾆｷﾌﾟﾚ『シキサイ。』,,"8月17日(月)@ 渋谷近未来会館
#ﾆｷﾌﾟﾚ『シキサイ。』
開場 19:00/ 開演 19:20
チケット 前売券 2,800円 / 当日券 3,300円(各+1D)
出演 Drawry. / KAIJU ON THE STAGE / LUVRiX / may in film

ライブ 19:50~20:20
特典会 21:20~22:30

■チケット販売サイト
https://t-dv.com/20260817_nikipre
※チケット発売：8/5(水) 22:00先着",CONFIRMED,,20260804T130120Z
5ovauojco93umh54hht346f2gh@google.com,2026-08-22,2026-08-22,yes,時事通信ホール,11:40,11:15,,,,,【イベント】『GIRLS PARADE』,,"8月22日(土)@ 時事通信ホール
『GIRLS PARADE』
開場 11:40/ 開演 11:15
チケット Sエリア（前方エリア） 4,000円　Aエリア（一般エリア） 3,000円

■チケット販売サイト
https://livepocket.jp/e/GIRLSPARADE_260822
※チケット発売：8/15(土) 21:00先着",CONFIRMED,,20260813T143503Z
7gkqqrsn9u3hcd15pufrnn9ebr@google.com,2026-08-23,2026-08-23,yes,,,,,,,,△,,イベント入る可能性低めです。絶対に入らないということではないです。,CONFIRMED,,20260818T062657Z
4uhatot6gs788vlbvhlqa781ep@google.com,2026-08-24,2026-08-24,yes,渋谷近未来会館,18:30,18:50,,,,,【イベント】#ﾆｷﾌﾟﾚ『シブヤチャンプルー』,,"8月24日(月)@ 渋谷近未来会館
#ﾆｷﾌﾟﾚ『シブヤチャンプルー』
開場 18:30/ 開演 18:50
チケット 前売券 2,800円 / 当日券 3,300円(各+1D)
出演 Drawry. / iRiNE / LiVS / MAPA / 雨音とアプローズ

■チケット販売サイト
https://t-dv.com/20260726_nikipre
※チケット発売：8/4(火) 22:00先着",CONFIRMED,,20260803T133905Z
